y,x
14,2.731023102
1,2.73129813
34,2.731573157
2,2.731848185
2,2.732123212
20,2.73239824
19,2.732673267
1,2.732948295
16,2.733223322
4,2.73349835
5,2.733773377
11,2.734048405
21,2.734323432
6,2.73459846
11,2.734873487
30,2.735148515
5,2.735423542
25,2.73569857
8,2.735973597
9,2.736248625
12,2.736523652
35,2.73679868
29,2.737073707
1,2.737348735
2,2.737623762
11,2.73789879
4,2.738173817
0,2.738448845
25,2.738723872
18,2.7389989
13,2.739273927
18,2.739548955
41,2.739823982
14,2.74009901
19,2.740374037
3,2.740649065
25,2.740924092
7,2.74119912
8,2.741474147
7,2.741749175
25,2.742024202
4,2.74229923
17,2.742574257
13,2.742849285
9,2.743124312
11,2.74339934
20,2.743674367
4,2.743949395
15,2.744224422
13,2.74449945
18,2.744774477
25,2.745049505
3,2.745324532
21,2.74559956
15,2.745874587
20,2.746149615
34,2.746424642
25,2.74669967
20,2.746974697
3,2.747249725
16,2.747524752
4,2.74779978
6,2.748074807
7,2.748349835
24,2.748624862
27,2.74889989
1,2.749174917
2,2.749449945
9,2.749724972
33,2.75
4,2.750275028
24,2.750550055
7,2.750825083
12,2.75110011
3,2.751375138
9,2.751650165
15,2.751925193
17,2.75220022
10,2.752475248
32,2.752750275
4,2.753025303
15,2.75330033
45,2.753575358
4,2.753850385
7,2.754125413
1,2.75440044
3,2.754675468
15,2.754950495
18,2.755225523
3,2.75550055
26,2.755775578
19,2.756050605
11,2.756325633
4,2.75660066
14,2.756875688
24,2.757150715
8,2.757425743
11,2.75770077
20,2.757975798
12,2.758250825
3,2.758525853
25,2.75880088
2,2.759075908
20,2.759350935
30,2.759625963
34,2.75990099
2,2.760176018
15,2.760451045
22,2.760726073
12,2.7610011
22,2.761276128
15,2.761551155
9,2.761826183
3,2.76210121
5,2.762376238
1,2.762651265
40,2.762926293
11,2.76320132
13,2.763476348
7,2.763751375
43,2.764026403
4,2.76430143
9,2.764576458
6,2.764851485
16,2.765126513
1,2.76540154
17,2.765676568
5,2.765951595
8,2.766226623
42,2.76650165
7,2.766776678
13,2.767051705
2,2.767326733
3,2.76760176
2,2.767876788
21,2.768151815
64,2.768426843
5,2.76870187
15,2.768976898
22,2.769251925
30,2.769526953
76,2.76980198
40,2.770077008
7,2.770352035
10,2.770627063
3,2.77090209
13,2.771177118
16,2.771452145
3,2.771727173
7,2.7720022
18,2.772277228
32,2.772552255
3,2.772827283
27,2.77310231
51,2.773377338
19,2.773652365
5,2.773927393
21,2.77420242
34,2.774477448
20,2.774752475
32,2.775027503
15,2.77530253
23,2.775577558
33,2.775852585
17,2.776127613
31,2.77640264
23,2.776677668
30,2.776952695
3,2.777227723
1,2.77750275
31,2.777777778
7,2.778052805
27,2.778327833
5,2.77860286
14,2.778877888
14,2.779152915
33,2.779427943
8,2.77970297
10,2.779977998
1,2.780253025
11,2.780528053
31,2.78080308
14,2.781078108
34,2.781353135
20,2.781628163
1,2.78190319
6,2.782178218
9,2.782453245
14,2.782728273
22,2.7830033
35,2.783278328
13,2.783553355
14,2.783828383
17,2.78410341
14,2.784378438
20,2.784653465
5,2.784928493
3,2.78520352
31,2.785478548
37,2.785753575
8,2.786028603
19,2.78630363
24,2.786578658
2,2.786853685
16,2.787128713
5,2.78740374
4,2.787678768
14,2.787953795
15,2.788228823
22,2.78850385
17,2.788778878
9,2.789053905
33,2.789328933
2,2.78960396
26,2.789878988
15,2.790154015
2,2.790429043
19,2.79070407
27,2.790979098
11,2.791254125
2,2.791529153
78,2.79180418
9,2.792079208
24,2.792354235
12,2.792629263
47,2.79290429
39,2.793179318
5,2.793454345
22,2.793729373
3,2.7940044
6,2.794279428
12,2.794554455
19,2.794829483
11,2.79510451
19,2.795379538
4,2.795654565
12,2.795929593
14,2.79620462
23,2.796479648
41,2.796754675
18,2.797029703
29,2.79730473
11,2.797579758
37,2.797854785
34,2.798129813
2,2.79840484
12,2.798679868
4,2.798954895
12,2.799229923
6,2.79950495
2,2.799779978
17,2.800055006
7,2.800330033
18,2.800605061
5,2.800880088
9,2.801155116
5,2.801430143
11,2.801705171
7,2.801980198
20,2.802255226
5,2.802530253
24,2.802805281
21,2.803080308
2,2.803355336
21,2.803630363
9,2.803905391
5,2.804180418
8,2.804455446
17,2.804730473
11,2.805005501
4,2.805280528
15,2.805555556
41,2.805830583
45,2.806105611
3,2.806380638
34,2.806655666
34,2.806930693
8,2.807205721
10,2.807480748
26,2.807755776
10,2.808030803
2,2.808305831
9,2.808580858
3,2.808855886
5,2.809130913
22,2.809405941
30,2.809680968
1,2.809955996
18,2.810231023
23,2.810506051
29,2.810781078
46,2.811056106
7,2.811331133
53,2.811606161
14,2.811881188
20,2.812156216
19,2.812431243
30,2.812706271
10,2.812981298
16,2.813256326
43,2.813531353
5,2.813806381
3,2.814081408
21,2.814356436
13,2.814631463
17,2.814906491
2,2.815181518
15,2.815456546
4,2.815731573
29,2.816006601
2,2.816281628
40,2.816556656
39,2.816831683
4,2.817106711
39,2.817381738
10,2.817656766
20,2.817931793
10,2.818206821
32,2.818481848
15,2.818756876
7,2.819031903
11,2.819306931
16,2.819581958
9,2.819856986
29,2.820132013
5,2.820407041
5,2.820682068
13,2.820957096
24,2.821232123
34,2.821507151
16,2.821782178
27,2.822057206
9,2.822332233
13,2.822607261
11,2.822882288
34,2.823157316
25,2.823432343
20,2.823707371
21,2.823982398
22,2.824257426
3,2.824532453
37,2.824807481
2,2.825082508
21,2.825357536
16,2.825632563
3,2.825907591
47,2.826182618
6,2.826457646
16,2.826732673
5,2.827007701
27,2.827282728
15,2.827557756
20,2.827832783
13,2.828107811
45,2.828382838
17,2.828657866
9,2.828932893
38,2.829207921
4,2.829482948
4,2.829757976
1,2.830033003
4,2.830308031
8,2.830583058
20,2.830858086
13,2.831133113
4,2.831408141
8,2.831683168
5,2.831958196
6,2.832233223
9,2.832508251
5,2.832783278
19,2.833058306
27,2.833333333
0,2.833608361
4,2.833883388
2,2.834158416
6,2.834433443
17,2.834708471
33,2.834983498
10,2.835258526
24,2.835533553
3,2.835808581
2,2.836083608
7,2.836358636
20,2.836633663
6,2.836908691
21,2.837183718
11,2.837458746
29,2.837733773
30,2.838008801
2,2.838283828
33,2.838558856
12,2.838833883
14,2.839108911
4,2.839383938
11,2.839658966
8,2.839933993
10,2.840209021
6,2.840484048
43,2.840759076
17,2.841034103
15,2.841309131
3,2.841584158
12,2.841859186
21,2.842134213
6,2.842409241
23,2.842684268
7,2.842959296
12,2.843234323
0,2.843509351
30,2.843784378
23,2.844059406
23,2.844334433
14,2.844609461
10,2.844884488
66,2.845159516
15,2.845434543
0,2.845709571
27,2.845984598
46,2.846259626
0,2.846534653
31,2.846809681
8,2.847084708
9,2.847359736
11,2.847634763
6,2.847909791
19,2.848184818
18,2.848459846
13,2.848734873
23,2.849009901
12,2.849284928
7,2.849559956
36,2.849834983
31,2.850110011
28,2.850385039
18,2.850660066
8,2.850935094
6,2.851210121
9,2.851485149
19,2.851760176
16,2.852035204
4,2.852310231
28,2.852585259
20,2.852860286
9,2.853135314
14,2.853410341
12,2.853685369
22,2.853960396
20,2.854235424
18,2.854510451
7,2.854785479
13,2.855060506
15,2.855335534
9,2.855610561
20,2.855885589
13,2.856160616
3,2.856435644
7,2.856710671
10,2.856985699
6,2.857260726
20,2.857535754
13,2.857810781
12,2.858085809
8,2.858360836
6,2.858635864
14,2.858910891
5,2.859185919
31,2.859460946
13,2.859735974
25,2.860011001
6,2.860286029
16,2.860561056
2,2.860836084
22,2.861111111
7,2.861386139
4,2.861661166
3,2.861936194
38,2.862211221
2,2.862486249
23,2.862761276
15,2.863036304
19,2.863311331
5,2.863586359
16,2.863861386
14,2.864136414
3,2.864411441
29,2.864686469
2,2.864961496
30,2.865236524
37,2.865511551
10,2.865786579
11,2.866061606
12,2.866336634
30,2.866611661
24,2.866886689
7,2.867161716
19,2.867436744
19,2.867711771
0,2.867986799
10,2.868261826
17,2.868536854
22,2.868811881
28,2.869086909
13,2.869361936
4,2.869636964
1,2.869911991
9,2.870187019
11,2.870462046
20,2.870737074
10,2.871012101
11,2.871287129
2,2.871562156
15,2.871837184
3,2.872112211
22,2.872387239
22,2.872662266
6,2.872937294
19,2.873212321
30,2.873487349
30,2.873762376
1,2.874037404
25,2.874312431
4,2.874587459
25,2.874862486
8,2.875137514
17,2.875412541
14,2.875687569
10,2.875962596
5,2.876237624
36,2.876512651
10,2.876787679
24,2.877062706
31,2.877337734
2,2.877612761
27,2.877887789
4,2.878162816
10,2.878437844
41,2.878712871
14,2.878987899
9,2.879262926
15,2.879537954
20,2.879812981
15,2.880088009
36,2.880363036
6,2.880638064
20,2.880913091
0,2.881188119
23,2.881463146
11,2.881738174
14,2.882013201
51,2.882288229
15,2.882563256
26,2.882838284
11,2.883113311
1,2.883388339
2,2.883663366
22,2.883938394
4,2.884213421
13,2.884488449
26,2.884763476
8,2.885038504
11,2.885313531
8,2.885588559
3,2.885863586
41,2.886138614
76,2.886413641
16,2.886688669
11,2.886963696
14,2.887238724
16,2.887513751
1,2.887788779
24,2.888063806
16,2.888338834
9,2.888613861
19,2.888888889
16,2.889163916
15,2.889438944
23,2.889713971
35,2.889988999
27,2.890264026
49,2.890539054
18,2.890814081
3,2.891089109
30,2.891364136
22,2.891639164
29,2.891914191
9,2.892189219
23,2.892464246
12,2.892739274
8,2.893014301
51,2.893289329
25,2.893564356
28,2.893839384
32,2.894114411
8,2.894389439
14,2.894664466
8,2.894939494
21,2.895214521
11,2.895489549
3,2.895764576
6,2.896039604
4,2.896314631
6,2.896589659
5,2.896864686
38,2.897139714
6,2.897414741
10,2.897689769
17,2.897964796
21,2.898239824
2,2.898514851
26,2.898789879
11,2.899064906
23,2.899339934
20,2.899614961
14,2.899889989
23,2.900165017
21,2.900440044
11,2.900715072
20,2.900990099
14,2.901265127
14,2.901540154
1,2.901815182
52,2.902090209
18,2.902365237
39,2.902640264
30,2.902915292
13,2.903190319
33,2.903465347
24,2.903740374
7,2.904015402
11,2.904290429
18,2.904565457
2,2.904840484
1,2.905115512
29,2.905390539
4,2.905665567
8,2.905940594
21,2.906215622
12,2.906490649
70,2.906765677
42,2.907040704
10,2.907315732
21,2.907590759
5,2.907865787
8,2.908140814
29,2.908415842
5,2.908690869
8,2.908965897
23,2.909240924
6,2.909515952
14,2.909790979
6,2.910066007
40,2.910341034
9,2.910616062
2,2.910891089
51,2.911166117
49,2.911441144
15,2.911716172
5,2.911991199
8,2.912266227
6,2.912541254
18,2.912816282
8,2.913091309
9,2.913366337
2,2.913641364
11,2.913916392
1,2.914191419
23,2.914466447
10,2.914741474
7,2.915016502
24,2.915291529
34,2.915566557
3,2.915841584
3,2.916116612
11,2.916391639
0,2.916666667
17,2.916941694
19,2.917216722
34,2.917491749
33,2.917766777
78,2.918041804
1,2.918316832
15,2.918591859
15,2.918866887
16,2.919141914
19,2.919416942
13,2.919691969
7,2.919966997
7,2.920242024
47,2.920517052
24,2.920792079
8,2.921067107
22,2.921342134
11,2.921617162
4,2.921892189
19,2.922167217
4,2.922442244
35,2.922717272
19,2.922992299
19,2.923267327
2,2.923542354
15,2.923817382
20,2.924092409
26,2.924367437
32,2.924642464
3,2.924917492
15,2.925192519
1,2.925467547
25,2.925742574
22,2.926017602
19,2.926292629
18,2.926567657
14,2.926842684
2,2.927117712
41,2.927392739
1,2.927667767
7,2.927942794
1,2.928217822
29,2.928492849
10,2.928767877
22,2.929042904
31,2.929317932
9,2.929592959
6,2.929867987
11,2.930143014
11,2.930418042
23,2.930693069
36,2.930968097
13,2.931243124
31,2.931518152
31,2.931793179
9,2.932068207
10,2.932343234
4,2.932618262
36,2.932893289
12,2.933168317
51,2.933443344
21,2.933718372
14,2.933993399
21,2.934268427
16,2.934543454
11,2.934818482
20,2.935093509
6,2.935368537
21,2.935643564
15,2.935918592
32,2.936193619
14,2.936468647
10,2.936743674
22,2.937018702
32,2.937293729
24,2.937568757
15,2.937843784
16,2.938118812
20,2.938393839
9,2.938668867
13,2.938943894
15,2.939218922
36,2.939493949
25,2.939768977
0,2.940044004
4,2.940319032
11,2.940594059
17,2.940869087
22,2.941144114
10,2.941419142
15,2.941694169
26,2.941969197
27,2.942244224
11,2.942519252
36,2.942794279
20,2.943069307
20,2.943344334
23,2.943619362
2,2.943894389
39,2.944169417
20,2.944444444
7,2.944719472
29,2.944994499
19,2.945269527
7,2.945544554
15,2.945819582
49,2.946094609
12,2.946369637
29,2.946644664
17,2.946919692
5,2.947194719
7,2.947469747
9,2.947744774
30,2.948019802
9,2.948294829
14,2.948569857
26,2.948844884
20,2.949119912
4,2.949394939
2,2.949669967
4,2.949944994
12,2.950220022
20,2.95049505
27,2.950770077
33,2.951045105
16,2.951320132
16,2.95159516
6,2.951870187
18,2.952145215
4,2.952420242
10,2.95269527
26,2.952970297
11,2.953245325
70,2.953520352
1,2.95379538
17,2.954070407
19,2.954345435
25,2.954620462
24,2.95489549
15,2.955170517
48,2.955445545
14,2.955720572
4,2.9559956
12,2.956270627
16,2.956545655
18,2.956820682
18,2.95709571
17,2.957370737
12,2.957645765
26,2.957920792
33,2.95819582
6,2.958470847
15,2.958745875
16,2.959020902
47,2.95929593
28,2.959570957
66,2.959845985
9,2.960121012
26,2.96039604
9,2.960671067
18,2.960946095
4,2.961221122
15,2.96149615
26,2.961771177
14,2.962046205
31,2.962321232
27,2.96259626
17,2.962871287
16,2.963146315
27,2.963421342
16,2.96369637
22,2.963971397
9,2.964246425
10,2.964521452
3,2.96479648
30,2.965071507
26,2.965346535
14,2.965621562
24,2.96589659
23,2.966171617
11,2.966446645
12,2.966721672
9,2.9669967
40,2.967271727
16,2.967546755
27,2.967821782
18,2.96809681
3,2.968371837
6,2.968646865
17,2.968921892
81,2.96919692
8,2.969471947
25,2.969746975
36,2.970022002
25,2.97029703
34,2.970572057
19,2.970847085
39,2.971122112
5,2.97139714
93,2.971672167
10,2.971947195
9,2.972222222
15,2.97249725
12,2.972772277
47,2.973047305
19,2.973322332
4,2.97359736
14,2.973872387
25,2.974147415
11,2.974422442
30,2.97469747
19,2.974972497
8,2.975247525
3,2.975522552
18,2.97579758
6,2.976072607
12,2.976347635
6,2.976622662
22,2.97689769
30,2.977172717
22,2.977447745
13,2.977722772
26,2.9779978
17,2.978272827
5,2.978547855
39,2.978822882
18,2.97909791
38,2.979372937
14,2.979647965
17,2.979922992
19,2.98019802
3,2.980473047
22,2.980748075
8,2.981023102
13,2.98129813
14,2.981573157
3,2.981848185
27,2.982123212
7,2.98239824
3,2.982673267
30,2.982948295
3,2.983223322
38,2.98349835
15,2.983773377
6,2.984048405
7,2.984323432
16,2.98459846
11,2.984873487
2,2.985148515
13,2.985423542
4,2.98569857
18,2.985973597
19,2.986248625
16,2.986523652
6,2.98679868
32,2.987073707
8,2.987348735
8,2.987623762
12,2.98789879
13,2.988173817
20,2.988448845
2,2.988723872
9,2.9889989
18,2.989273927
11,2.989548955
1,2.989823982
32,2.99009901
38,2.990374037
3,2.990649065
14,2.990924092
42,2.99119912
8,2.991474147
18,2.991749175
34,2.992024202
26,2.99229923
15,2.992574257
15,2.992849285
80,2.993124312
15,2.99339934
31,2.993674367
16,2.993949395
3,2.994224422
20,2.99449945
61,2.994774477
62,2.995049505
15,2.995324532
37,2.99559956
43,2.995874587
23,2.996149615
18,2.996424642
18,2.99669967
16,2.996974697
8,2.997249725
12,2.997524752
35,2.99779978
11,2.998074807
53,2.998349835
34,2.998624862
21,2.99889989
11,2.999174917
37,2.999449945
16,2.999724972
8,3
12,3.000275028
45,3.000550055
7,3.000825083
22,3.00110011
31,3.001375138
36,3.001650165
22,3.001925193
6,3.00220022
59,3.002475248
4,3.002750275
29,3.003025303
9,3.00330033
1,3.003575358
14,3.003850385
11,3.004125413
14,3.00440044
21,3.004675468
24,3.004950495
21,3.005225523
23,3.00550055
16,3.005775578
25,3.006050605
7,3.006325633
15,3.00660066
7,3.006875688
20,3.007150715
17,3.007425743
24,3.00770077
3,3.007975798
20,3.008250825
8,3.008525853
25,3.00880088
31,3.009075908
6,3.009350935
22,3.009625963
16,3.00990099
8,3.010176018
25,3.010451045
5,3.010726073
20,3.0110011
52,3.011276128
53,3.011551155
1,3.011826183
8,3.01210121
19,3.012376238
2,3.012651265
15,3.012926293
12,3.01320132
55,3.013476348
46,3.013751375
31,3.014026403
26,3.01430143
14,3.014576458
46,3.014851485
14,3.015126513
4,3.01540154
23,3.015676568
30,3.015951595
8,3.016226623
14,3.01650165
7,3.016776678
59,3.017051705
10,3.017326733
49,3.01760176
37,3.017876788
19,3.018151815
17,3.018426843
20,3.01870187
19,3.018976898
10,3.019251925
12,3.019526953
16,3.01980198
9,3.020077008
14,3.020352035
32,3.020627063
21,3.02090209
35,3.021177118
14,3.021452145
10,3.021727173
19,3.0220022
55,3.022277228
35,3.022552255
22,3.022827283
10,3.02310231
17,3.023377338
1,3.023652365
55,3.023927393
14,3.02420242
5,3.024477448
25,3.024752475
18,3.025027503
9,3.02530253
51,3.025577558
17,3.025852585
12,3.026127613
21,3.02640264
1,3.026677668
31,3.026952695
16,3.027227723
11,3.02750275
44,3.027777778
10,3.028052805
18,3.028327833
35,3.02860286
24,3.028877888
19,3.029152915
15,3.029427943
1,3.02970297
6,3.029977998
17,3.030253025
20,3.030528053
16,3.03080308
11,3.031078108
31,3.031353135
2,3.031628163
19,3.03190319
34,3.032178218
15,3.032453245
15,3.032728273
7,3.0330033
33,3.033278328
36,3.033553355
37,3.033828383
5,3.03410341
19,3.034378438
16,3.034653465
5,3.034928493
10,3.03520352
8,3.035478548
5,3.035753575
31,3.036028603
18,3.03630363
7,3.036578658
34,3.036853685
41,3.037128713
18,3.03740374
4,3.037678768
4,3.037953795
4,3.038228823
21,3.03850385
52,3.038778878
36,3.039053905
26,3.039328933
35,3.03960396
20,3.039878988
11,3.040154015
32,3.040429043
9,3.04070407
17,3.040979098
7,3.041254125
16,3.041529153
13,3.04180418
37,3.042079208
6,3.042354235
37,3.042629263
12,3.04290429
5,3.043179318
2,3.043454345
12,3.043729373
17,3.0440044
33,3.044279428
46,3.044554455
45,3.044829483
8,3.04510451
5,3.045379538
11,3.045654565
5,3.045929593
8,3.04620462
7,3.046479648
19,3.046754675
8,3.047029703
6,3.04730473
33,3.047579758
27,3.047854785
2,3.048129813
14,3.04840484
2,3.048679868
9,3.048954895
14,3.049229923
29,3.04950495
4,3.049779978
8,3.050055006
11,3.050330033
52,3.050605061
11,3.050880088
14,3.051155116
17,3.051430143
4,3.051705171
21,3.051980198
8,3.052255226
8,3.052530253
21,3.052805281
28,3.053080308
11,3.053355336
5,3.053630363
37,3.053905391
22,3.054180418
18,3.054455446
22,3.054730473
22,3.055005501
37,3.055280528
18,3.055555556
26,3.055830583
19,3.056105611
7,3.056380638
29,3.056655666
31,3.056930693
37,3.057205721
1,3.057480748
36,3.057755776
27,3.058030803
19,3.058305831
21,3.058580858
15,3.058855886
8,3.059130913
7,3.059405941
23,3.059680968
3,3.059955996
7,3.060231023
0,3.060506051
20,3.060781078
46,3.061056106
6,3.061331133
6,3.061606161
34,3.061881188
5,3.062156216
11,3.062431243
11,3.062706271
18,3.062981298
15,3.063256326
4,3.063531353
22,3.063806381
18,3.064081408
29,3.064356436
18,3.064631463
15,3.064906491
19,3.065181518
23,3.065456546
20,3.065731573
1,3.066006601
21,3.066281628
20,3.066556656
18,3.066831683
4,3.067106711
9,3.067381738
5,3.067656766
25,3.067931793
2,3.068206821
1,3.068481848
10,3.068756876
23,3.069031903
5,3.069306931
13,3.069581958
25,3.069856986
44,3.070132013
6,3.070407041
14,3.070682068
10,3.070957096
37,3.071232123
42,3.071507151
13,3.071782178
16,3.072057206
4,3.072332233
13,3.072607261
11,3.072882288
31,3.073157316
29,3.073432343
13,3.073707371
5,3.073982398
15,3.074257426
62,3.074532453
11,3.074807481
10,3.075082508
49,3.075357536
23,3.075632563
2,3.075907591
12,3.076182618
32,3.076457646
15,3.076732673
17,3.077007701
20,3.077282728
40,3.077557756
32,3.077832783
3,3.078107811
20,3.078382838
17,3.078657866
27,3.078932893
63,3.079207921
16,3.079482948
11,3.079757976
11,3.080033003
11,3.080308031
33,3.080583058
40,3.080858086
29,3.081133113
21,3.081408141
8,3.081683168
24,3.081958196
23,3.082233223
23,3.082508251
15,3.082783278
15,3.083058306
21,3.083333333
9,3.083608361
46,3.083883388
25,3.084158416
19,3.084433443
31,3.084708471
2,3.084983498
4,3.085258526
19,3.085533553
4,3.085808581
14,3.086083608
48,3.086358636
82,3.086633663
22,3.086908691
27,3.087183718
11,3.087458746
38,3.087733773
4,3.088008801
31,3.088283828
35,3.088558856
16,3.088833883
17,3.089108911
23,3.089383938
35,3.089658966
9,3.089933993
13,3.090209021
20,3.090484048
22,3.090759076
32,3.091034103
34,3.091309131
6,3.091584158
11,3.091859186
7,3.092134213
9,3.092409241
5,3.092684268
8,3.092959296
23,3.093234323
3,3.093509351
4,3.093784378
61,3.094059406
25,3.094334433
33,3.094609461
3,3.094884488
47,3.095159516
42,3.095434543
18,3.095709571
19,3.095984598
3,3.096259626
7,3.096534653
41,3.096809681
12,3.097084708
2,3.097359736
2,3.097634763
6,3.097909791
1,3.098184818
10,3.098459846
39,3.098734873
3,3.099009901
29,3.099284928
70,3.099559956
17,3.099834983
19,3.100110011
5,3.100385039
4,3.100660066
4,3.100935094
14,3.101210121
43,3.101485149
4,3.101760176
19,3.102035204
8,3.102310231
19,3.102585259
13,3.102860286
21,3.103135314
17,3.103410341
17,3.103685369
39,3.103960396
1,3.104235424
61,3.104510451
12,3.104785479
15,3.105060506
24,3.105335534
76,3.105610561
5,3.105885589
25,3.106160616
13,3.106435644
43,3.106710671
1,3.106985699
48,3.107260726
91,3.107535754
19,3.107810781
46,3.108085809
3,3.108360836
9,3.108635864
23,3.108910891
11,3.109185919
12,3.109460946
2,3.109735974
3,3.110011001
3,3.110286029
7,3.110561056
11,3.110836084
80,3.111111111
19,3.111386139
5,3.111661166
12,3.111936194
10,3.112211221
53,3.112486249
22,3.112761276
30,3.113036304
2,3.113311331
35,3.113586359
40,3.113861386
19,3.114136414
7,3.114411441
14,3.114686469
8,3.114961496
55,3.115236524
11,3.115511551
13,3.115786579
35,3.116061606
20,3.116336634
12,3.116611661
50,3.116886689
2,3.117161716
28,3.117436744
21,3.117711771
31,3.117986799
26,3.118261826
25,3.118536854
9,3.118811881
24,3.119086909
20,3.119361936
52,3.119636964
91,3.119911991
45,3.120187019
35,3.120462046
6,3.120737074
26,3.121012101
7,3.121287129
16,3.121562156
4,3.121837184
38,3.122112211
49,3.122387239
21,3.122662266
43,3.122937294
41,3.123212321
45,3.123487349
7,3.123762376
55,3.124037404
35,3.124312431
24,3.124587459
11,3.124862486
92,3.125137514
22,3.125412541
33,3.125687569
11,3.125962596
16,3.126237624
31,3.126512651
32,3.126787679
43,3.127062706
23,3.127337734
23,3.127612761
35,3.127887789
18,3.128162816
61,3.128437844
56,3.128712871
5,3.128987899
71,3.129262926
10,3.129537954
3,3.129812981
35,3.130088009
10,3.130363036
80,3.130638064
40,3.130913091
28,3.131188119
52,3.131463146
7,3.131738174
20,3.132013201
42,3.132288229
20,3.132563256
12,3.132838284
13,3.133113311
36,3.133388339
13,3.133663366
12,3.133938394
20,3.134213421
20,3.134488449
21,3.134763476
33,3.135038504
32,3.135313531
12,3.135588559
29,3.135863586
29,3.136138614
12,3.136413641
11,3.136688669
29,3.136963696
39,3.137238724
18,3.137513751
74,3.137788779
16,3.138063806
24,3.138338834
27,3.138613861
24,3.138888889
16,3.139163916
40,3.139438944
6,3.139713971
47,3.139988999
40,3.140264026
16,3.140539054
19,3.140814081
36,3.141089109
23,3.141364136
3,3.141639164
9,3.141914191
19,3.142189219
15,3.142464246
34,3.142739274
21,3.143014301
31,3.143289329
2,3.143564356
32,3.143839384
22,3.144114411
4,3.144389439
15,3.144664466
21,3.144939494
8,3.145214521
7,3.145489549
7,3.145764576
25,3.146039604
28,3.146314631
25,3.146589659
9,3.146864686
34,3.147139714
10,3.147414741
12,3.147689769
5,3.147964796
24,3.148239824
9,3.148514851
53,3.148789879
6,3.149064906
7,3.149339934
9,3.149614961
23,3.149889989
27,3.150165017
32,3.150440044
24,3.150715072
20,3.150990099
43,3.151265127
16,3.151540154
31,3.151815182
34,3.152090209
21,3.152365237
0,3.152640264
7,3.152915292
10,3.153190319
18,3.153465347
38,3.153740374
8,3.154015402
33,3.154290429
0,3.154565457
26,3.154840484
2,3.155115512
8,3.155390539
6,3.155665567
17,3.155940594
5,3.156215622
49,3.156490649
10,3.156765677
10,3.157040704
21,3.157315732
15,3.157590759
14,3.157865787
15,3.158140814
16,3.158415842
33,3.158690869
23,3.158965897
36,3.159240924
4,3.159515952
23,3.159790979
27,3.160066007
5,3.160341034
31,3.160616062
12,3.160891089
9,3.161166117
43,3.161441144
58,3.161716172
64,3.161991199
32,3.162266227
11,3.162541254
19,3.162816282
6,3.163091309
3,3.163366337
14,3.163641364
30,3.163916392
12,3.164191419
5,3.164466447
43,3.164741474
30,3.165016502
37,3.165291529
5,3.165566557
12,3.165841584
55,3.166116612
28,3.166391639
10,3.166666667
14,3.166941694
19,3.167216722
11,3.167491749
39,3.167766777
30,3.168041804
10,3.168316832
2,3.168591859
28,3.168866887
15,3.169141914
17,3.169416942
44,3.169691969
19,3.169966997
6,3.170242024
4,3.170517052
6,3.170792079
25,3.171067107
58,3.171342134
29,3.171617162
19,3.171892189
10,3.172167217
16,3.172442244
44,3.172717272
18,3.172992299
38,3.173267327
42,3.173542354
66,3.173817382
2,3.174092409
25,3.174367437
23,3.174642464
13,3.174917492
54,3.175192519
44,3.175467547
4,3.175742574
8,3.176017602
10,3.176292629
10,3.176567657
32,3.176842684
25,3.177117712
33,3.177392739
15,3.177667767
5,3.177942794
10,3.178217822
19,3.178492849
30,3.178767877
40,3.179042904
18,3.179317932
4,3.179592959
64,3.179867987
26,3.180143014
25,3.180418042
8,3.180693069
17,3.180968097
52,3.181243124
32,3.181518152
41,3.181793179
65,3.182068207
22,3.182343234
16,3.182618262
12,3.182893289
14,3.183168317
13,3.183443344
19,3.183718372
11,3.183993399
44,3.184268427
38,3.184543454
27,3.184818482
2,3.185093509
27,3.185368537
29,3.185643564
18,3.185918592
31,3.186193619
19,3.186468647
22,3.186743674
49,3.187018702
66,3.187293729
52,3.187568757
14,3.187843784
17,3.188118812
35,3.188393839
22,3.188668867
8,3.188943894
44,3.189218922
22,3.189493949
8,3.189768977
39,3.190044004
20,3.190319032
14,3.190594059
28,3.190869087
5,3.191144114
18,3.191419142
3,3.191694169
61,3.191969197
20,3.192244224
33,3.192519252
15,3.192794279
35,3.193069307
30,3.193344334
9,3.193619362
6,3.193894389
24,3.194169417
1,3.194444444
32,3.194719472
17,3.194994499
5,3.195269527
50,3.195544554
20,3.195819582
27,3.196094609
20,3.196369637
44,3.196644664
72,3.196919692
1,3.197194719
17,3.197469747
8,3.197744774
36,3.198019802
45,3.198294829
15,3.198569857
4,3.198844884
21,3.199119912
35,3.199394939
37,3.199669967
17,3.199944994
57,3.200220022
9,3.20049505
16,3.200770077
31,3.201045105
37,3.201320132
48,3.20159516
8,3.201870187
18,3.202145215
20,3.202420242
59,3.20269527
38,3.202970297
8,3.203245325
17,3.203520352
7,3.20379538
35,3.204070407
7,3.204345435
60,3.204620462
10,3.20489549
7,3.205170517
13,3.205445545
6,3.205720572
23,3.2059956
30,3.206270627
51,3.206545655
10,3.206820682
8,3.20709571
38,3.207370737
6,3.207645765
7,3.207920792
17,3.20819582
5,3.208470847
40,3.208745875
59,3.209020902
1,3.20929593
41,3.209570957
15,3.209845985
41,3.210121012
46,3.21039604
21,3.210671067
18,3.210946095
15,3.211221122
22,3.21149615
4,3.211771177
22,3.212046205
